,Maize yield anomaly,Normalised maize yield anomaly,Jan T,Feb T,Mar T,Apr T,May T,Jun T,Jul T,Aug T,Sep T,Oct T,Nov T,Dec T,Jan P,Feb P,Mar P,Apr P,May P,Jun P,Jul P,Aug P,Sep P,Oct P,Nov P,Dec P,Dec-Jan T,Jan-Feb T,Feb-Mar T,Mar-Apr T,Apr-May T,May-Jun T,Jun-Jul T,Jul-Aug T,Aug-Sep T,Sep-Oct T,Oct-Nov T,Nov-Dec T,Dec-Jan P,Jan-Feb P,Feb-Mar P,Mar-Apr P,Apr-May P,May-Jun P,Jun-Jul P,Jul-Aug P,Aug-Sep P,Sep-Oct P,Oct-Nov P,Nov-Dec P,Nov-Jan T,Dec-Feb T,Jan-Mar T,Feb-Apr T,Mar-May T,Apr-Jun T,May-Jul T,Jun-Aug T,Jul-Sep T,Aug-Oct T,Sep-Nov T,Oct-Dec T,Nov-Jan P,Dec-Feb P,Jan-Mar P,Feb-Apr P,Mar-May P,Apr-Jun P,May-Jul P,Jun-Aug P,Jul-Sep P,Aug-Oct P,Sep-Nov P,Oct-Dec P
1962,0.03204000000000007,0.020104664734008557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,0.021620000000000195,0.011853850033993574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,-0.0010199999999997988,-0.0005208546100738383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,0.06626000000000065,0.031451436817073145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,0.001620000000000843,0.0007402398011409031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,0.13640000000000052,0.061127543246392656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,-0.11223999999999945,-0.0474298946941395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,-0.2971999999999997,-0.12036774533230721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,0.37844000000000033,0.15322946359160422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,0.1013200000000003,0.0389380803049869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,-0.5109799999999991,-0.17729556431466137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,-0.1517199999999992,-0.04946015021906922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,0.2633800000000006,0.07960659146687965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,0.21872000000000114,0.06149555203167033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,0.12308000000000119,0.032515084589942525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,-0.36223999999999856,-0.09114928009581914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,-0.08295999999999815,-0.02002916493640648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,0.23760000000000225,0.05553477935676944,-9.012100070801136,-6.7094349711254875,0.7486480503285238,7.154889726389184,16.22799161551133,20.555577110777804,23.180914949171967,22.36144698120091,16.104137865812937,10.62192521992846,-1.2674418627084592,-5.534937245254556,0.2332695578422336,0.7745996681179962,2.6511816271687643,48.56128315161269,56.48132716563803,129.7531514121878,216.5538311330458,90.08046257891061,44.1610114130699,14.668835461820045,15.437597620676696,17.688602026691697,,-7.860767520963312,-2.9803934603984823,3.9517688883588535,11.691440670950255,18.391784363144563,21.868246029974884,22.77118096518644,19.232792423506922,13.363031542870697,4.677241678609999,-3.40118955398151,,0.5039346129801149,1.71289064764338,25.60623238939073,52.52130515862536,93.11723928891293,173.1534912726168,153.3171468559782,67.12073699599023,29.41492343744494,15.05321654124834,16.563099823684166,,,-4.9909623305327,0.39803426853073987,8.043843130743012,14.646152817559434,19.988161225153693,22.03264634705022,20.548833265395263,16.36250335564743,8.486207074344305,1.2731820373218063,,,1.2196836177096646,17.32902148229982,35.89793064813983,78.26525390981284,134.26276990362388,145.46248170804805,116.93176837500873,49.63676981793346,24.755814831855485,15.931678369729417
